id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
802083766805134971,Volledig privé appartement met 2 slaapkamers.,153080529,Serge,,Wondelgem,51.08312,3.71577,Private room,,1,1,2023-08-10,0.06,2,0,0,
803020733036190556,Studio “the loft” with private bathroom,164757870,Bert,,Gentbrugge,51.03474,3.75922,Private room,60,2,17,2024-12-16,0.81,2,2,6,
803461406659296983,CE Residence,373870068,Magali,,Elisabethbegijnhof - Papegaai,51.05294,3.71089,Entire home/apt,300,2,6,2023-08-29,0.28,1,323,0,
805572288970006578,Loftstyle room in basement + kitchen access,57750582,Ruben,,Bloemekenswijk,51.06727,3.69921,Private room,84,2,4,2024-04-28,0.19,3,363,1,
805578565284852386,Loft style room in basement,57750582,Ruben,,Brugse Poort - Rooigem,51.0658,3.69937,Private room,52,2,17,2024-08-04,0.72,3,363,4,
810216820523813173,Maison Kitoko b&b - Noxy suite,32652214,Benjamin,,Sluizeken - Tolhuis - Ham,51.05955,3.73423,Private room,155,2,0,,,3,352,0,
810293435044217614,Maison Kitoko b&b - Coco suite,32652214,Benjamin,,Sluizeken - Tolhuis - Ham,51.06096,3.73268,Private room,155,2,0,,,3,348,0,
811580148125252731,Bright&cosy room+workspace + free bike,83004617,Evelien,,Macharius - Heirnis,51.04656029852655,3.743592314422131,Private room,64,1,47,2024-12-09,2.04,1,120,24,
812151492803077592,Charming Studio in Historic Centre Ghent,113880002,Mathieu,,Binnenstad,51.05628,3.72994,Entire home/apt,129,1,120,2024-12-22,5.27,5,150,56,
814373029287126680,Biggenkruid - duurzame B&B in Gent,498364571,Jeroen,,Zwijnaarde,51.00175,3.714,Private room,60,5,22,2024-12-05,0.98,1,262,10,
814918610672001535,Architectural family home,32826798,Lauren,,Brugse Poort - Rooigem,51.06398,3.69882,Entire home/apt,150,4,6,2024-08-09,0.27,1,124,3,
815765697724218068,Peter's Place,460999429,Peter,,Binnenstad,51.05739969209437,3.7293573081251363,Entire home/apt,145,2,18,2024-10-06,0.85,1,76,12,
815980470679073686,"Stylish loft, with terrace flanked by the river!",498741260,Blue,,Binnenstad,51.04931310000001,3.7244745,Entire home/apt,131,2,138,2024-12-19,6.05,1,235,83,
816527025290098455,Appartement with a beautiful view in Ghent !,498291919,Nassima,,Ledeberg,51.03241,3.73529,Private room,43,1,5,2024-09-20,0.22,2,364,1,
816736988718029576,"SoGo Guesthouse,  room ""De Cirq""",433468746,Fre & Mur,,Binnenstad,51.04868114919339,3.728346493254091,Private room,125,2,94,2024-12-15,4.13,4,52,56,
820089549545214559,Privékamer in lichtrijk appartement,426230648,German,,Elisabethbegijnhof - Papegaai,51.056280924253066,3.716770000000005,Private room,72,2,25,2024-12-08,1.15,1,348,8,
820116597048404786,Ontspan in een ruim appartement nabij Gent.,499636372,Arnaud,,Sint Denijs Westrem,51.01793,3.67257,Entire home/apt,172,1,4,2023-05-21,0.19,1,170,0,
821648205519229049,Cómodo apartamento-estudio.,439241679,Jose,,Stationsbuurt Zuid,51.02798244903035,3.707997389137745,Entire home/apt,70,1,51,2024-11-03,2.29,1,81,21,
823642935153310908,"New cosy private room, top location.",33851451,Kris,,Stationsbuurt Noord,51.03789877219739,3.713027536869049,Private room,72,1,51,2024-10-13,2.26,1,189,23,
823693351896888871,Cosy duplex appartement,24469002,Gaëlle,,Sluizeken - Tolhuis - Ham,51.0637648,3.7329458,Entire home/apt,131,3,31,2024-10-31,1.39,1,132,13,
823774273995432844,Carpe diem - cosy room in family house!,102635889,Herlinde,,Oud Gentbrugge,51.04484005024408,3.7546292692422867,Private room,60,2,46,2024-11-24,2.04,1,287,17,
828724146564706712,Cosy villa with garden,501466193,Dirk,,Mariakerke,51.0834531,3.6722723,Entire home/apt,300,2,26,2024-10-20,1.23,1,187,13,
831649240490348008,Welcome in Stella's House!,423374431,Stephanie,,Brugse Poort - Rooigem,51.06312705389142,3.6933377000000167,Entire home/apt,321,1,22,2024-12-15,1.03,1,324,11,
832495233781763019,Loft met zicht op Gravensteen,502283784,Caroline,,Binnenstad,51.05684,3.72251,Entire home/apt,202,2,88,2024-11-20,4.12,1,149,48,
835442503228589569,Luxe penthouse aan het water,23245172,Anne,,Muide - Meulestede - Afrikalaan,51.07814,3.72886,Entire home/apt,75,7,3,2024-09-14,0.18,1,76,1,
836169029448422019,Kamer in Gent bij Milan & Yara,47948570,Milan,,Bloemekenswijk,51.0686,3.70815,Private room,67,2,65,2024-11-03,4.06,1,144,38,
836697993831260050,Gezinswoning te Sint-Amandsberg,56590881,Melissa,,Sint Amandsberg,51.07245,3.76494,Entire home/apt,180,2,17,2024-11-18,0.79,2,157,11,
841901761833857714,"SoGo Guesthouse, room ""L'Artiste""",433468746,Fre & Mur,,Binnenstad,51.04864405284109,3.7283840441802996,Private room,101,2,96,2024-12-22,4.44,4,36,53,
844257057190861876,Big house with a beautiful garden,33064430,Jan,,Bloemekenswijk,51.07535,3.7071,Entire home/apt,230,5,6,2024-09-14,0.79,3,364,6,
845693627975549795,Vrijstaande woning met tuin,48940326,Jan,,Oostakker,51.07935,3.75434,Entire home/apt,149,2,5,2024-08-01,0.25,1,60,1,
845793333611511338,Prachtige zolderstudio in Gent,505102014,Mahtab,,Bloemekenswijk,51.06984,3.695,Private room,68,2,17,2024-12-08,0.81,1,354,12,
847414756861093364,kleurrijke woning wandelafstand centrum+parking,480134178,Louise,,Sluizeken - Tolhuis - Ham,51.06274,3.72465,Entire home/apt,146,2,64,2024-12-16,3.28,4,25,50,
849299105008714261,La Maison Bleue - chambre UN,384806549,Ellen,,Elisabethbegijnhof - Papegaai,51.05214,3.71927,Private room,107,1,68,2024-12-22,8.61,3,76,68,
849883079832497860,Studio in centrum,505937541,Joke,,Watersportbaan - Ekkergem,51.047011151092235,3.7137047946453094,Private room,,2,43,2024-12-15,2.04,1,2,23,
851391477141990473,Logies Cathedral Gent,206869111,An,,Binnenstad,51.054623751359955,3.7300891756839727,Private room,,1,2,2024-08-29,0.10,1,332,1,
852760106657816528,Charmant appartement in Gent,71473736,Maxime,,Stationsbuurt Zuid,51.02549,3.71072,Entire home/apt,130,2,30,2024-12-05,1.41,1,303,23,
853312988590364645,Extra room in cosy&little house,5390128,Mieke,,Muide - Meulestede - Afrikalaan,51.07345,3.73132,Private room,78,1,12,2024-09-29,0.56,3,245,3,
854866852684484805,Herenhuis midden in centrum van Gent.,11503910,Johannes,,Elisabethbegijnhof - Papegaai,51.0498201737288,3.7162723392248154,Private room,115,2,3,2023-08-13,0.17,1,76,0,
855028535818701727,Cosy kamers dichtbij station,5576088,Rafaela,,Stationsbuurt Noord,51.03967,3.71466,Private room,80,1,51,2024-11-17,2.50,1,78,27,
858395391724725544,Bright Apartment in Townhouse,362787745,Amaryllis,,Elisabethbegijnhof - Papegaai,51.05519,3.7151,Entire home/apt,127,1,219,2024-12-23,10.41,2,137,113,
860628172746283913,Stylish new duplex apartment,5883895,Annelore,,Watersportbaan - Ekkergem,51.05328,3.70574,Entire home/apt,140,30,7,2024-08-17,0.39,7,205,4,
864210491137340773,Room to rent,106513076,Rafaela,,Watersportbaan - Ekkergem,51.0493221,3.7077139,Private room,45,29,2,2024-08-31,0.31,1,262,2,
866603690735978618,Boho huis vlakbij Gent,34828211,Klaas,,Wondelgem,51.080052,3.712540999999999,Entire home/apt,128,3,2,2024-05-11,0.11,1,344,1,
870331566556606544,Maison Theresia,44237236,Antinoüs,,Rabot  - Blaisantvest,51.06313,3.7085,Private room,45,1,46,2023-11-18,2.28,1,168,0,
870337964664596241,Phoenix,508322767,Ilda,,Brugse Poort - Rooigem,51.0582003,3.7053942,Entire home/apt,161,1,38,2024-11-24,1.88,1,149,31,
872166354475669619,Cozy apartment near the station,296359297,Hubert En Clara,,Stationsbuurt Noord,51.037755122202086,3.714830178048696,Entire home/apt,76,2,66,2024-12-09,3.31,2,279,29,
873632714962573707,City Center Boutique Apartment,510845010,Laura,,Binnenstad,51.05502,3.72693,Entire home/apt,115,1,67,2024-12-16,3.28,4,157,18,
874368940892748436,Prachtige lichtrijke loft centrum Gent,22809468,Lynn,,Stationsbuurt Noord,51.03991379288372,3.7173951789736748,Entire home/apt,90,7,2,2023-05-30,0.10,1,339,0,
877455617718937044,Marseillestraat Gent!,104352942,TIne,,Muide - Meulestede - Afrikalaan,51.08678,3.72895,Entire home/apt,,1,8,2024-01-01,0.41,3,0,1,
877975093468262450,Holiday home with patio,428554031,Barbara,,Brugse Poort - Rooigem,51.05831045052504,3.7016811221837997,Entire home/apt,,2,5,2024-08-12,0.30,1,0,3,
878099404218615523,#208 Mooi appartement met zwembad en fitness,511850168,Geert,,Sint Denijs Westrem,51.02313,3.69471,Entire home/apt,69,2,7,2024-04-08,0.36,1,128,3,
880255264413301508,Gent City Center 2-bedroom Apartment,512304850,Jan,,Binnenstad,51.05322,3.72521,Entire home/apt,112,14,0,,,1,157,0,
881767187618219983,Private room with ensuite bathroom,75234335,Barbara,,Gentbrugge,51.04209,3.7616,Private room,61,2,18,2024-10-23,0.93,2,12,11,
883338422593583391,Leuke rijwoning met koer te Gent,3575646,Loes,,Ledeberg,51.03454,3.74835,Entire home/apt,79,2,1,2023-05-21,0.05,1,114,0,
884790389359155524,Private Room For Girls or Couple,513304799,Rihab,,Bloemekenswijk,51.06602,3.71054,Private room,60,1,84,2024-11-01,4.26,1,345,25,
887333251861739640,Uniek beluikje in het centrum van Gent,486026680,Evi,,Sluizeken - Tolhuis - Ham,51.06237,3.7265,Entire home/apt,160,2,20,2024-12-22,1.12,1,165,4,
887358449119005272,Tasteful home for cat lovers,7037508,Laura,,Brugse Poort - Rooigem,51.05833193822867,3.6970113962888718,Entire home/apt,100,4,16,2024-11-08,0.82,1,9,5,
888765937941106755,Penthouse Ghent,372517546,Charlotte,,Binnenstad,51.04351,3.73729,Entire home/apt,135,3,4,2023-07-13,0.20,1,84,0,
888805661809304555,100% Vacation feeling by the Waterside: Pian'Eau,14192228,John,,Stationsbuurt Zuid,51.03777,3.69059,Entire home/apt,477,2,38,2024-11-17,2.02,5,237,9,
888919199502473917,Zen kamer,514105399,Kauri,,Gentbrugge,51.03313011584987,3.7614088878035545,Private room,,1,86,2024-12-17,4.40,1,1,56,
891017827866054391,Room for two people in a cozy apartment,259047069,Tania,,Stationsbuurt Noord,51.03853,3.71513,Private room,,1,2,2023-06-18,0.10,1,0,0,
891394113082775798,Kamer,139715560,Erick,,Ledeberg,51.04015,3.74361,Private room,50,1,1,2023-06-25,0.05,3,296,0,
893220325180740756,riant fabriekspand met patio,515156225,Carl,,Stationsbuurt Zuid,51.03051730866501,3.7086258465576094,Entire home/apt,,42,1,2023-07-25,0.06,2,0,0,
893225753807159899,The Belfort stay,19547425,Justine,,Binnenstad,51.04549708245809,3.728746958076954,Entire home/apt,,1,62,2024-05-08,3.45,1,0,29,
893916294561109481,Vernieuwd rijhuis rand Gent,28687584,Bart,,Muide - Meulestede - Afrikalaan,51.0776562,3.731711599999999,Entire home/apt,110,4,2,2024-07-23,0.11,2,94,1,
894757025632217375,Kamer in woning,474900253,Yasmine,,Sint Amandsberg,51.06535179999999,3.7729676,Private room,60,2,19,2024-12-15,1.06,1,357,15,
896133381368012933,Ruime loft met grote tuin Gent,16101119,Sara,,Sint Amandsberg,51.06644878746079,3.7583907306884834,Entire home/apt,,6,6,2024-08-21,0.35,1,41,4,
896361954294895034,Gastenverblijf Gent Centrum,12114930,Dirk,,Binnenstad,51.0471161,3.7339347,Entire home/apt,86,1,101,2024-12-08,5.58,1,24,65,
897115192808438338,Bright Room with Private Terrace,209022488,Jonas,,Nieuw Gent - UZ,51.0187471,3.7241106,Private room,,2,7,2023-12-23,0.39,1,0,0,
897213539400787826,Spacious & light apartment,254035763,Pieter,,Elisabethbegijnhof - Papegaai,51.05146603182209,3.7135666608810425,Entire home/apt,,2,12,2024-12-08,0.66,1,0,3,
899826191626867022,Open and bright apartment.,76895044,Dagmar,,Muide - Meulestede - Afrikalaan,51.07378830977589,3.7298676846557743,Entire home/apt,120,15,4,2023-08-30,0.24,1,278,0,
899842117072429487,Peaceful cocoon 10min Korenmarkt,170037596,Julie,,Watersportbaan - Ekkergem,51.04795,3.70975,Entire home/apt,101,3,22,2024-12-01,1.28,1,27,15,
901332767311591385,Appartement met groot terras,24185323,Tina,,Sluizeken - Tolhuis - Ham,51.05891,3.737,Entire home/apt,,5,3,2024-08-11,0.18,1,0,1,
901892183533701733,Dejan Vu,492000489,Samuel,,Elisabethbegijnhof - Papegaai,51.0514,3.7158,Private room,77,1,2,2024-03-24,0.16,1,1,1,
901956803581748562,Privé kamer Centrum Gent,517110017,Jan,,Sluizeken - Tolhuis - Ham,51.0618043,3.727571,Private room,,1,12,2024-12-15,0.66,1,0,8,
902197355505813733,Pixie's house,129101537,Stijn,,Stationsbuurt Noord,51.0359705160323,3.727282745507803,Entire home/apt,140,2,34,2024-12-23,1.91,1,52,21,
903524863790650713,Central 2-BR Gem in Ghent,487809631,Sam,,Binnenstad,51.04914,3.73303,Entire home/apt,168,1,47,2024-12-09,2.47,3,28,19,
903574419826830733,Stylish Studio in the middle of Ghent City,113880002,Mathieu,,Binnenstad,51.05607,3.72798,Entire home/apt,94,1,87,2024-12-23,4.64,5,142,53,
905544800477787535,Cozy Modern House – near Center,402539101,Jan,,Dampoort,51.0572946,3.7448639,Entire home/apt,212,2,5,2024-08-17,0.28,1,37,1,
905607489402873555,Cosy house in city centre,45187310,Erwin,,Stationsbuurt Noord,51.0328379,3.7249083,Entire home/apt,,1,11,2024-09-08,0.63,4,0,3,
905823111046141349,Gezinswoning in Gent stadsrand,259044994,Ise,,Dampoort,51.0542,3.75168,Entire home/apt,145,3,18,2024-08-10,1.00,1,73,7,
907207129412070796,Nieuw gelijkvloersappartement,34559289,Sophie,,Binnenstad,51.04511428998548,3.7220652401447296,Entire home/apt,100,1,120,2024-12-08,6.72,2,3,78,
907816400733942000,"Spacious, Sunlit Apartment in the Heart of Ghent",296359297,Hubert En Clara,,Binnenstad,51.04888,3.73076,Entire home/apt,130,7,3,2023-07-05,0.16,2,129,0,
908742442869745058,Le Bon Vivant,21239047,Suzanne,,Muide - Meulestede - Afrikalaan,51.06413539562657,3.7365982539673004,Entire home/apt,74,2,27,2024-08-26,1.44,1,130,12,
909497362249969036,Gezellig appartement met ruim zonnig terras,514072637,Florence,,Watersportbaan - Ekkergem,51.0453448,3.6965637,Entire home/apt,125,2,13,2024-08-26,0.76,1,22,5,
911483661172399223,Tuinpaviljoen (bij monument) met zwembad,275961023,Bruno,,Nieuw Gent - UZ,51.022985,3.7130693,Entire home/apt,98,1,61,2024-11-03,3.33,2,345,43,
911601811909836374,3a: Apartment with terrace in the city center,149211444,Jan-Pieter,,Binnenstad,51.05506,3.72748,Entire home/apt,89,1,142,2024-12-09,7.62,3,172,81,
911635709858199456,Spacious house near the center.,52390386,Ruben,,Dampoort,51.05258,3.7462,Entire home/apt,,3,15,2024-12-08,0.89,1,0,13,
912838641629601093,Gezinswoning in Gent,371483970,Davino,,Muide - Meulestede - Afrikalaan,51.0719283,3.7299229,Entire home/apt,,3,4,2023-07-30,0.22,1,1,0,
913110838080351519,Our family house with a pool near Ghent,59745875,Maaike,,Sint Denijs Westrem,51.01924,3.67047,Entire home/apt,,7,2,2024-08-18,0.39,1,0,2,
913585709255595373,"Hippe, eigentijdse en  lichtrijke stadswoning",12943461,Sara,,Sint Amandsberg,51.07551,3.749,Entire home/apt,110,2,0,,,1,65,0,
913771921532160524,Studio(only monthly rented),258565721,Yuki,,Stationsbuurt Zuid,51.0301,3.70762,Entire home/apt,33,31,0,,,1,52,0,
914285688216921263,Budgetkamer in Gent - Gedeeld appartement,153080529,Serge,,Wondelgem,51.0836693,3.7146243,Private room,52,1,103,2024-11-17,5.59,2,31,77,
915134332295303348,Rustig verblijf vlakbij Gent centrum &Natuurgebied,489936546,Remi,,Dampoort,51.04763,3.75119,Entire home/apt,126,2,25,2024-10-22,1.42,9,312,13,
915889762772933896,schipperswoning woonschip Ares,35843673,Koen,,Oud Gentbrugge,51.044166197670776,3.7429298640147213,Entire home/apt,80,2,96,2024-12-08,5.25,1,297,58,
915997430088921109,"Keizer Karelstraat, uitzicht op historische torens",502157198,Ann-Sophie,,Binnenstad,51.0528367,3.7320343,Entire home/apt,216,2,44,2024-12-15,2.56,1,311,32,
916626479716544775,Luxury Design Apartment,500315063,Lauren,,Stationsbuurt Noord,51.04087,3.71915,Entire home/apt,,5,0,,,3,0,0,
916656855359511748,Cozy Cottage House,520683746,Antoa,,Drongen,51.06559,3.63562,Entire home/apt,154,3,12,2024-10-27,0.68,1,289,8,
917302818479669260,"Triplex met terras, vlakbij centrum & Natuurgebied",489936546,Remi,,Dampoort,51.04797,3.75303,Entire home/apt,185,2,87,2024-12-15,4.81,9,314,66,
917897188994062005,Boat & Breakfast Bellevue,38257287,Bart,,Ledeberg,51.03577,3.73386,Entire home/apt,75,1,86,2024-11-23,4.80,1,254,37,
918033535513547712,Exceptional Houseboat in Ghent's waters,487809631,Sam,,Muide - Meulestede - Afrikalaan,51.0582,3.73902,Entire home/apt,161,1,88,2024-12-20,4.80,3,169,53,
918151063273811388,Kleine Marseille v. Gent,104352942,TIne,,Muide - Meulestede - Afrikalaan,51.08609,3.72839,Private room,,1,3,2024-07-17,0.17,3,0,1,
918624455729048533,Nyte garden lodge,284503462,Winnewald,,Drongen,51.05342,3.61385,Entire home/apt,285,2,52,2024-10-19,2.91,2,256,39,
918740524143472297,Attic 126 Luxe loft voor 2 personen,521222784,Bart,,Stationsbuurt Zuid,51.03581,3.69257,Entire home/apt,180,2,12,2024-12-03,0.67,1,309,8,
920074943087840206,Bungalow in Mariakerke,521556466,Kevin,,Mariakerke,51.07827942403872,3.6874905601143833,Entire home/apt,384,1,74,2024-11-30,4.20,1,336,48,
920744044661488601,Appartement aan de Leie in centrum Gent,38071391,Matthias,,Binnenstad,51.05762,3.73101,Entire home/apt,131,2,44,2024-11-27,2.45,3,2,17,
923054987680431096,Maxi Marseillestraat,104352942,TIne,,Muide - Meulestede - Afrikalaan,51.08722,3.72978,Entire home/apt,,1,3,2024-10-13,0.25,3,0,3,
923536413266656854,Ruim huis vlakbij centrum Gent met lieve kat,196294266,Marie,,Sint Amandsberg,51.05886,3.75469,Entire home/apt,170,2,14,2024-05-20,0.79,1,35,6,
924336409782036251,Blue room in kleurrijk huisje,959653,Angela,,Dampoort,51.05145044681708,3.7524288520216946,Private room,45,1,8,2024-07-13,0.45,1,315,1,
925790721192066767,Lightful architectural house,479217563,Karolien,,Oud Gentbrugge,51.04438,3.74609,Entire home/apt,426,1,20,2024-11-17,1.12,1,184,9,
925850414384168645,Enchanting Moroccan Getaway,510845010,Laura,,Binnenstad,51.05724,3.72692,Entire home/apt,98,1,27,2024-11-24,1.53,4,85,13,
926038633274313780,Calm studio with terrace,11279546,Marina,,Brugse Poort - Rooigem,51.06328,3.69971,Entire home/apt,76,1,29,2024-09-22,1.62,1,122,16,
926552541453619059,huis net buiten gent,70312018,Claudia,,Oostakker,51.10498,3.77232,Private room,70,1,17,2024-08-01,0.95,1,352,13,
926581014260078938,"Lizzy's appartement: Nieuw, 4pers,2 kamers,Parking",37474804,Liselotte,,Sint Amandsberg,51.07113,3.75337,Entire home/apt,180,3,20,2024-11-11,1.12,1,109,16,
926660638841521234,Cosy apartment in Ghent,35615521,Aitolkyn,,Ledeberg,51.03744,3.73978,Entire home/apt,166,2,70,2024-11-03,4.02,1,219,40,
928729981688824925,Live like a local in Ghent (2 bicycles included),24474979,Simon,,Brugse Poort - Rooigem,51.05912,3.70317,Entire home/apt,148,2,6,2024-07-10,0.34,1,105,1,
929049456322417359,Cosy Apartment Gent Center,523933658,Rania,,Binnenstad,51.05971,3.7289,Entire home/apt,97,2,2,2023-08-15,0.12,1,254,0,
929449887733497041,Light-filled bird's nest,670655,Daan,,Brugse Poort - Rooigem,51.06688,3.69758,Entire home/apt,70,2,14,2024-11-16,0.82,1,25,10,
929505806249042493,Maison d’Arnaud,20402939,Arnaud,,Stationsbuurt Zuid,51.0281375,3.7219708,Private room,100,3,5,2024-04-20,0.29,3,159,2,
931005523150812209,Central Charm City House,351820861,Nathan,,Stationsbuurt Noord,51.03417,3.72263,Entire home/apt,,3,11,2024-08-17,0.65,1,0,4,
931082912006658822,Chic Cityscape Apartment Ghent,524471591,Carine,,Binnenstad,51.05596,3.72662,Entire home/apt,138,1,40,2024-12-13,2.27,1,152,19,
933429280431765375,Attic in mansion,7561295,Kris,,Dampoort,51.05756,3.74581,Private room,96,2,17,2024-12-19,0.99,1,72,13,
934156274964439923,"Big en suite room in shared house, big garden",33064430,Jan,,Mariakerke,51.07677,3.70623,Private room,56,5,8,2024-09-30,0.46,3,354,2,
934649466744848434,Lichtrijke kamer nabij stadscentrum Gent,295640158,Janne,,Ledeberg,51.0384734,3.7424971,Private room,,1,26,2024-08-11,1.47,1,0,6,
934796477575520845,The Yellow House,38852455,Bert,,Ledeberg,51.03474,3.74421,Entire home/apt,,2,26,2024-09-15,1.52,2,0,10,
935131610698597397,Private room in city house,45187310,Erwin,,Stationsbuurt Zuid,51.03164,3.72576,Private room,,1,0,,,4,0,0,
935137675388546217,Single bed in city center,45187310,Erwin,,Stationsbuurt Noord,51.03185,3.72592,Private room,,1,2,2023-09-08,0.12,4,0,0,
935143641059880821,City house for 3p,45187310,Erwin,,Stationsbuurt Noord,51.03325,3.72442,Private room,,1,1,2023-08-13,0.06,4,0,0,
935400013007216214,Wonderful apartment in Ghent city centre,525494517,Maurice,,Binnenstad,51.0555193,3.7264217,Entire home/apt,174,1,82,2024-12-20,4.71,5,169,55,
935400013830004497,Lovely apartment in the city centre of Ghent,525494517,Maurice,,Binnenstad,51.055492,3.7263897,Entire home/apt,174,1,91,2024-12-15,5.22,5,158,56,
935401010194196796,Beautiful apartment in Ghent city centre,525494517,Maurice,,Binnenstad,51.055492,3.7263897,Entire home/apt,181,1,107,2024-12-20,6.08,5,172,68,
935401176524263446,Amazing duplex apartment in Ghent city centre,525494517,Maurice,,Binnenstad,51.055492,3.7263897,Entire home/apt,177,1,66,2024-12-13,3.78,5,140,34,
935401230552331214,Ghent's Centre: Modern Duplex with Terrace,525494517,Maurice,,Binnenstad,51.055492,3.7263897,Entire home/apt,170,1,88,2024-12-01,5.08,5,158,59,
937504205103723796,Gorgeous apartment with free parking,57067766,Laurence,,Sint Denijs Westrem,51.01858,3.67056,Entire home/apt,,3,4,2024-05-12,0.23,2,53,2,
937797260489624451,Colorful Coziness City Apartment,57886415,Laura,,Binnenstad,51.05532,3.72652,Entire home/apt,137,1,59,2024-11-30,3.38,1,162,24,
938463283626028841,Loft,15217010,Thang,,Muide - Meulestede - Afrikalaan,51.0774,3.73026,Entire home/apt,147,2,21,2024-09-08,1.22,1,36,10,
938993291412253609,Ruime studio in centrum voor 4,71056582,Magdalena,,Macharius - Heirnis,51.0568655,3.7373861,Entire home/apt,103,2,39,2024-12-08,2.28,2,330,18,
940345986468774958,Moderne Gezinswoning Gent - Wondelgem,527036014,Kevin,,Wondelgem,51.081245,3.711451,Entire home/apt,153,3,1,2024-07-23,0.19,1,24,1,
942765992957548964,Fratersplein,164159420,Emile,,Sluizeken - Tolhuis - Ham,51.0619922,3.724874,Private room,61,2,14,2024-11-17,0.82,1,24,9,
944668174068474688,Stijlvol app in Gent met open zicht op toplocatie,45923541,Pepijn,,Binnenstad,51.053591993481504,3.7242233883605858,Entire home/apt,197,3,39,2024-12-19,4.22,1,303,39,
946232101290602014,"Room in cosy, green, warm apartment",11007555,Elien,,Dampoort,51.05629,3.74263,Private room,55,3,60,2024-12-11,4.51,2,90,50,
946846978637542138,Leuk appartement in Gent,5094029,Mathieu,,Wondelgem,51.08799,3.7153,Entire home/apt,,5,3,2024-10-24,0.24,1,0,2,
947549411945264319,Bright & spacious 2nd floor,111271051,Liesbet,,Oud Gentbrugge,51.037978,3.7591922,Private room,,1,7,2024-08-13,0.41,1,0,5,
948376628476924421,Intimate studio in Ghent center,529201358,Kelly,,Sluizeken - Tolhuis - Ham,51.06606,3.72728,Entire home/apt,140,2,0,,,2,223,0,
948385220526031123,Cozy Rent Belgium,529204792,Dilcia,,Drongen,51.0428503,3.6425934,Private room,,1,0,,,1,268,0,
948389463653794261,Spacious studio in Ghent center,529201358,Kelly,,Sluizeken - Tolhuis - Ham,51.06605,3.72754,Entire home/apt,150,2,2,2024-11-15,0.39,2,215,2,
948509093992446682,Deluxe,211173758,Ken,,Muide - Meulestede - Afrikalaan,51.06285829999999,3.7374648,Entire home/apt,185,1,160,2024-12-24,9.54,1,229,117,
950561943239161996,Historic Serenity Apartment Gent,510845010,Laura,,Binnenstad,51.05877,3.72583,Entire home/apt,120,1,30,2024-06-30,1.79,4,0,15,
950609628691549510,Hotel Cour st George,529668759,Hotel,,Binnenstad,51.0546276,3.7262867,Private room,96,1,17,2024-12-11,1.01,1,83,8,
951825489095848899,Cozy apartment,52341746,Nel,,Binnenstad,51.0500331,3.7307722,Entire home/apt,,13,6,2024-10-17,0.43,1,330,5,
951922622589850562,Ghent by the water,466241106,Caroline,,Watersportbaan - Ekkergem,51.05087741106436,3.710086792065419,Entire home/apt,240,2,9,2024-03-31,0.55,1,273,2,
952029709305980270,´t Kasteeltje,96565936,Veerle,,Stationsbuurt Zuid,51.03361537053019,3.713434065606682,Entire home/apt,260,2,40,2024-10-27,2.43,1,131,21,
952184896084792296,Design loft in centrum Gent,530283400,Ann,,Binnenstad,51.04259,3.72121,Entire home/apt,163,3,52,2024-12-23,3.44,1,299,44,
954065274906937253,Penthouse Gent,529363370,WBuild,,Binnenstad,51.0389663,3.7354942,Entire home/apt,110,28,0,,,2,221,0,
954235306332830131,Ruime moderne kamer centrum Gent,530035026,Arno,,Binnenstad,51.0505578,3.7313889,Private room,66,1,15,2024-11-10,0.95,2,98,12,
956932411602076653,Duplex appartement in historisch Gent,21761356,Leen,,Sluizeken - Tolhuis - Ham,51.05878,3.71974,Entire home/apt,,4,33,2024-10-29,2.59,1,0,32,
957321380702509891,Nr 1 Yellow House,38852455,Bert,,Ledeberg,51.035982033671644,3.743853733729572,Entire home/apt,,2,6,2024-02-11,0.42,2,0,3,
962998570496913199,Room in the Lions House,432620677,Dieter,,Sint Denijs Westrem,51.02382,3.67234,Private room,,2,66,2024-08-24,4.18,1,0,31,
963634769703713846,Modern apartment with terrace in Ghent's Heart,113880002,Mathieu,,Binnenstad,51.04281,3.73292,Entire home/apt,214,1,89,2024-12-23,5.75,5,266,70,
965252463791110561,Ruime kamer 4 personen centrum,530035026,Arno,,Binnenstad,51.0505578,3.7313889,Private room,143,1,64,2024-11-30,4.11,2,97,46,
965682497567482931,Artist's Garden,83766425,Erik,,Elisabethbegijnhof - Papegaai,51.04759,3.71859,Entire home/apt,155,1,3,2023-11-26,0.20,4,263,0,
966594791300297706,Kamer te huur in rijhuis.,149047272,Jeltse,,Ledeberg,51.02926,3.74506,Private room,102,2,6,2024-05-20,0.37,1,232,4,
967929425361058285,Beautiful design house 7 people.,135019840,Bart,,Gentbrugge,51.03184,3.76686,Entire home/apt,336,2,36,2024-12-08,2.47,1,152,30,
968003679884622339,Kamer met zicht op rivier en park in het centrum,38071391,Matthias,,Macharius - Heirnis,51.05712,3.7328,Private room,64,2,39,2024-12-16,2.88,3,15,37,
968728699860698164,Kamer dichtbij centrum Gent,534475995,Parishan,,Bloemekenswijk,51.07071,3.69572,Private room,58,2,30,2024-12-07,2.36,1,254,29,
